Name,Fide ID,Nascimento,Place of Birth,Death,Date they became Grandmaster,Federation,Sexo,Age they became Grandmaster
"Carlsson, Pontus",1705814.0,1982-12-18 00:00:00,Cali,,2007,Sweden,M,25.0
"Caruana, Fabiano",2020009.0,1992-07-30 00:00:00,Miami,,2007,Italy • United States,M,15.0
"Castañeda, Georgui",3800954.0,1976-08-02 00:00:00,Mytishchi,,2009,Peru,M,33.0
"Cebalo, Mišo",14500094.0,1945-02-06 00:00:00,Zagreb,,1985,Yugoslavia • Croatia,M,40.0
"Chabanon, Jean-Luc",600075.0,1971-08-13 00:00:00,Clermont-Ferrand,,2001,France,M,30.0
"Chadaev, Nikolai",4167392.0,1988-07-09 00:00:00,Smolensk,,2010,Russia,M,22.0
"Chanda, Sandipan",5004225.0,1983-08-13 00:00:00,Kolkata,,2003,India,M,20.0
"Chandler, Murray",400050.0,1960-04-04 00:00:00,Wellington,,1983,New Zealand • England • New Zealand,M,23.0
"Chandra, Akshat",25006711.0,1999-05-28 00:00:00,"Livingston, New Jersey",,2017,United States,M,18.0
"Charbonneau, Pascal",2602504.0,1983-05-06 00:00:00,Montreal,,2006,Canada,M,23.0
"Charnushevich, Aliaksei",13500767.0,1978-12-18 00:00:00,Lida,,2012,France,M,34.0
"Chatalbashev, Boris",2900440.0,1974-01-30 00:00:00,Pleven,,1997,Bulgaria • Denmark,M,23.0
"Checa, Nicolas",2069342.0,2001-12-19 00:00:00,New York City,,2019,United States,M,18.0
"Chekhov, Valery",4100859.0,1955-11-27 00:00:00,Moscow,,1984,Soviet Union • Russia,M,29.0
"Cheng, Bobby",4300033.0,1997-03-20 00:00:00,"Hamilton, New Zealand",,2019,Australia,M,22.0
"Cheparinov, Ivan",2905540.0,1986-11-26 00:00:00,Asenovgrad,,2004,Bulgaria • Georgia,M,18.0
"Cherniaev, Alexander",4117301.0,1969-08-26 00:00:00,Arkhangelsk,,2004,Russia,M,35.0
"Chernikov, Oleg",4103289.0,1936-10-15 00:00:00,,2015-02-06 00:00:00,2000,Russia,M,64.0
"Chernin, Alexander",715620.0,1960-03-06 00:00:00,Kharkiv,,1985,Soviet Union • Hungary,M,25.0
"Chernobay, Artem",4167406.0,1989-06-23 00:00:00,Fryazino,,2011,Russia,M,22.0
"Chernyshov, Konstantin",4117328.0,1967-06-11 00:00:00,,,2000,Russia,M,33.0
"Chibukhchian, Artur",13300717.0,1979-10-06 00:00:00,Tbilisi,,2009,Armenia,M,30.0
"Chiburdanidze, Maia",13600036.0,1961-01-17 00:00:00,Kutaisi,,1984,Soviet Union • Georgia,F,23.0
"Chigaev, Maksim",4108116.0,1996-11-07 00:00:00,Kemerovo,,2016,Russia,M,20.0
"Chirilă, Ioan-Cristian",1211668.0,1991-01-06 00:00:00,Bucharest,,2009,Romania,M,18.0
"Chopra, Aryan",5084423.0,2001-12-10 00:00:00,Delhi,,2017,India,M,16.0
"Christiansen, Johan-Sebastian",1512668.0,1998-06-10 00:00:00,,,2018,Norway,M,20.0
"Christiansen, Larry",2000059.0,1956-06-27 00:00:00,"Riverside, California",,1977,United States,M,21.0
"Chuchelov, Vladimir",201260.0,1969-09-28 00:00:00,Moscow,,1995,Belgium,M,26.0
"Chuprov, Dmitry",4119754.0,1978-05-10 00:00:00,Kurgan,2012-09-14 00:00:00,2008,Russia,M,30.0
"Cicak, Slavko",1700588.0,1969-10-25 00:00:00,Podgorica,,2001,Sweden,M,32.0
"Cifuentes Parada, Roberto",2253488.0,1957-12-21 00:00:00,Santiago,,1991,Netherlands • Spain,M,34.0
"Ciocâltea, Victor",,1932-01-16 00:00:00,Bucharest,1983-09-10 00:00:00,1978,Romania,M,46.0
"Čirić, Dragoljub",901431.0,1935-11-12 00:00:00,Novi Sad,2014-08-17 00:00:00,1965,Yugoslavia • Serbia,M,30.0
"Čmilytė, Viktorija",12801259.0,1983-08-06 00:00:00,Šiauliai,,2010,Lithuania,F,27.0
"Čolović, Aleksandar",15000729.0,1976-01-06 00:00:00,Skopje,,2013,North Macedonia,M,37.0
"Comas Fabregó, Lluis",2200325.0,1971-06-22 00:00:00,Santa Eugènia de Berga,,1999,Spain,M,28.0
"Conquest, Stuart",400181.0,1967-03-01 00:00:00,Ilford,,1991,England,M,24.0
"Córdova, Emilio",3801497.0,1991-07-08 00:00:00,Lima,,2008,Peru,M,17.0
"Cori, Jorge",3802272.0,1995-07-30 00:00:00,Lima,,2010,Peru,M,15.0
"Cori Quispe, Kevin Joel",3814017.0,1999-08-02 00:00:00,Lima,,2018,Peru,M,19.0
"Cornette, Matthieu",620084.0,1985-09-04 00:00:00,Bègles,,2008,France,M,23.0
"Corrales Jimenez, Fidel",3506690.0,1987-07-07 00:00:00,Pinar del Río,,2009,Cuba • United States,M,22.0
"Cramling, Pia",1700030.0,1963-04-23 00:00:00,Stockholm,,1992,Sweden,F,29.0
"Cruz, Cristhian",3801969.0,1992-02-07 00:00:00,Lima,,2012,Peru,M,20.0
"Csom, István",700100.0,1940-06-02 00:00:00,Sátoraljaújhely,,1973,Hungary,M,33.0
"Cuartas, Jaime Alexander",4401190.0,1975-10-28 00:00:00,Medellín,,2009,Colombia,M,34.0
"Cubas, José Fernando",3700267.0,1981-04-09 00:00:00,Asunción,,2011,Paraguay,M,30.0
"Cuenca Jiménez, José",2255570.0,1987-03-17 00:00:00,Granada,,2015,Spain,M,28.0
"Cvek, Robert",307424.0,1979-01-06 00:00:00,Krnov,,2007,Czechoslovakia,M,28.0
"Cvitan, Ognjen",14500086.0,1961-10-10 00:00:00,Šibenik,,1987,Croatia,M,26.0
"Cyborowski, Łukasz",1108760.0,1980-06-21 00:00:00,Legnica,,2003,Poland,M,23.0
"Czarnota, Paweł",1121219.0,1988-04-14 00:00:00,Olkusz,,2006,Poland,M,18.0
"Czebe, Attila",705268.0,1975-12-26 00:00:00,Budapest,,2003,Hungary,M,28.0
"Dake, Arthur",2001446.0,1910-04-08 00:00:00,Portland,2000-04-28 00:00:00,1986,United States,M,76.0
"Dambacher, Martijn",1005030.0,1979-10-22 00:00:00,Venlo,,2014,Netherlands,M,35.0
"Damjanović, Mato",14500639.0,1927-03-23 00:00:00,Đeletovci,2011-02-12 00:00:00,1964,Yugoslavia • Croatia,M,37.0
"Damljanović, Branko",900125.0,1961-06-17 00:00:00,Futog,,1989,Yugoslavia • Serbia,M,28.0
"Danielian, Elina",13300210.0,1978-08-16 00:00:00,Baku,,2010,Armenia,F,32.0
"Danielian, Oganes",13300237.0,1974-01-03 00:00:00,Yerevan,2016-08-08 00:00:00,1999,Armenia,M,25.0
"Danielsen, Henrik",1400185.0,1966-01-21 00:00:00,,,1996,Denmark • Iceland,M,30.0
"Danin, Alexandre",4144031.0,1986-03-14 00:00:00,Bryansk,,2011,Russia,M,25.0
Đào Thiên Hải,12400084.0,1978-05-10 00:00:00,,,1995,Vietnam,M,17.0
"Darga, Klaus",4600150.0,1934-02-24 00:00:00,Pankow,,1964,West Germany • Germany,M,30.0
"Darini, Pouria",12502200.0,1991-01-24 00:00:00,Jiroft,,2013,Iran,M,22.0
"Daştan, Muhammed",6300014.0,1997-08-07 00:00:00,Bursa,,2016,Turkey,M,19.0
"Dautov, Rustem",4623606.0,1965-11-28 00:00:00,Ufa,,1990,Soviet Union • Germany,M,25.0
"David, Alberto",4000013.0,1970-03-26 00:00:00,Milan,,1998,Luxemburg • Italy,M,28.0
"Davies, Nigel",404420.0,1960-07-31 00:00:00,Southport,,1993,England • Wales,M,33.0
"De Vreugt, Dennis",1003909.0,1980-11-04 00:00:00,,,2000,Netherlands,M,20.0
"Deac, Bogdan-Daniel",1226380.0,2001-10-08 00:00:00,Râmnicu Vâlcea,,2016,Romania,M,15.0
"Debashis, Das",5024854.0,1993-06-27 00:00:00,Bhubaneswar,,2013,India,M,20.0
Deepan Chakkravarthy J.,5011132.0,1987-06-03 00:00:00,,,2006,India,M,19.0
"De Firmian, Nick",2000105.0,1957-07-26 00:00:00,Fresno,,1985,United States,M,28.0
"Degraeve, Jean-Marc",600270.0,1971-01-26 00:00:00,Tourcoing,,1998,France,M,27.0
"De La Paz Perdomo, Frank",3501833.0,1975-05-24 00:00:00,"Santa Clara, Cuba",,2004,Cuba,M,29.0
"De La Riva Aguado, Oscar",6900224.0,1972-07-15 00:00:00,Barcelona,,2004,Andorra,M,32.0
"De La Villa Garcia, Jesús Maria",2200040.0,1958-06-30 00:00:00,Villahán,,1999,Spain,M,41.0
"Delchev, Aleksander",2900394.0,1971-07-15 00:00:00,Sofia,,1997,Bulgaria,M,26.0
"Delgado Ramírez, Neuris",3503631.0,1981-09-17 00:00:00,,,2002,Cuba • Colombia • Paraguay,M,21.0
"Delorme, Axel",632023.0,1990-05-08 00:00:00,Lyon,,2017,France,M,27.0
"Del Río de Angelis, Salvador G.",2203138.0,1976-10-02 00:00:00,,,2002,Spain,M,26.0
"Dely, Péter",700207.0,1934-07-05 00:00:00,Sárospatak,2012-12-29 00:00:00,1999,Hungary,M,65.0
"Demchenko, Anton",4160258.0,1987-08-20 00:00:00,Novorossiysk,,2013,Russia,M,26.0
"Demidov, Mikhail",4197143.0,1992-06-17 00:00:00,Odintsovo,,2020,Russia,M,28.0
"Demuth, Adrien",642274.0,1991-04-14 00:00:00,"Saint-Denis, Réunion",,2015,France,M,24.0
"Denker, Arnold",2002264.0,1914-02-21 00:00:00,New York City,2005-01-02 00:00:00,1981,United States,M,67.0
"Dervishi, Erald",4700236.0,1979-11-10 00:00:00,Durrës,,1998,Albania,M,19.0
"Deviatkin, Andrei",4121260.0,1980-10-07 00:00:00,Moscow,,2008,Russia,M,28.0
"Dgebuadze, Alexandre",203882.0,1971-05-21 00:00:00,,,2000,Soviet Union • Georgia • Belgium,M,29.0
"Diamant, André",2108356.0,1990-02-09 00:00:00,Fortaleza,,2009,Brazil,M,19.0
"Diermair, Andreas",1612468.0,1986-09-29 00:00:00,Deutschlandsberg,,2018,Austria,M,32.0
"Díez del Corral, Jesús",2200155.0,1933-04-06 00:00:00,Zaragoza,2010-02-19 00:00:00,1974,Spain,M,41.0
"Dimitrov, Radoslav",2908549.0,1993-03-27 00:00:00,Veliko Tarnovo,,2018,Bulgaria,M,25.0
"Dimitrov, Vladimir",2900050.0,1968-04-11 00:00:00,Sofia,,1993,Bulgaria,M,25.0
Ding Liren,8603677.0,1992-10-24 00:00:00,Wenzhou,,2009,China,M,17.0
"Dizdar, Goran",14500124.0,1958-12-04 00:00:00,Zagreb,,1991,Yugoslavia • Croatia,M,33.0
"Dizdarević, Emir",14400049.0,1958-04-02 00:00:00,Zenica,,1988,Yugoslavia • Boznia and Herzegovina,M,30.0
"Djukić, Nikola",922412.0,1983-01-26 00:00:00,Podgorica,,2005,Montenegro,M,22.0
"Djurhuus, Rune",1500082.0,1970-01-25 00:00:00,Elverum,,1996,Norway,M,26.0
"Djurić, Stefan",900133.0,1955-07-26 00:00:00,Belgrade,,1982,Yugoslavia • Serbia,M,27.0
"Dlugy, Maxim",2000075.0,1966-01-29 00:00:00,Moscow,,1986,United States,M,20.0
"Dobrov, Vladimir",4136594.0,1984-04-13 00:00:00,Moscow,,2004,Russia,M,20.0
"Dokhoian, Yury",4100476.0,1964-10-26 00:00:00,Zyryanovka,,1988,Soviet Union • Russia,M,24.0
"Dolmatov, Sergey",4100093.0,1959-02-20 00:00:00,Kiselyovsk,,1982,Soviet Union • Russia,M,23.0
"Domínguez Pérez, Lenier",3503240.0,1983-09-23 00:00:00,Havana,,2001,United States,M,18.0
"Domogaev, Sergey",24103608.0,1964-11-07 00:00:00,Kireyevsk,,2012,Russia,M,48.0
"Donchenko, Alexander",24603295.0,1998-03-22 00:00:00,Moscow,,2015,Germany,M,17.0
"Donchev, Dimitar",2900025.0,1958-07-21 00:00:00,Shumen,,1990,Bulgaria,M,32.0
"Donner, Johannes Hendrikus (Jan Hein)",,1927-07-06 00:00:00,The Hague,1988-11-27 00:00:00,1959,Netherlands,M,32.0
"Dorfman, Josif",604011.0,1952-05-01 00:00:00,Zhytomyr,,1978,Soviet Union • France,M,26.0
"Döttling, Fabian",4627253.0,1980-08-04 00:00:00,Heilbronn,,2003,Germany,M,23.0
"Dourerassou, Jonathan",628050.0,1989-04-10 00:00:00,Sarcelles,,2016,France,M,27.0
"Dragnev, Valentin",1634852.0,1999-03-05 00:00:00,Vienna,,2018,Austria,M,19.0
"Dragun, Kamil",1134167.0,1995-06-25 00:00:00,Gorzów Wielkopolski,,2013,Poland,M,18.0
"Draško, Milan",900397.0,1962-12-06 00:00:00,Čapljina,,1993,Montenegro,M,31.0
"Dražić, Siniša",901172.0,1967-12-16 00:00:00,,,2000,Serbia,M,33.0
"Dreev, Alexey",4100107.0,1969-01-30 00:00:00,Stavropol,,1989,Russia,M,20.0
"Drenchev, Petar",2903261.0,1977-04-25 00:00:00,Kazanlak,,2011,Bulgaria,M,34.0
"Drozdovskij, Yuri",14107180.0,1984-05-22 00:00:00,Odessa,,2004,Ukraine,M,20.0
"Dubov, Daniil",24126055.0,1996-04-18 00:00:00,Moscow,,2011,Russia,M,15.0
"Duda, Jan-Krzysztof",1170546.0,1998-04-26 00:00:00,Kraków,,2013,Poland,M,15.0
"Durarbayli, Vasif",13402935.0,1992-02-24 00:00:00,Sumgait,,2010,Azerbaijan,M,18.0
"Duras, Oldřich",,1882-10-30,Prague,1957-01-05 00:00:00,1950,Czechoslovakia,M,68.0
"Dvirnyy, Danyyil",817570.0,1990-10-21 00:00:00,Saint Petersburg,,2014,Italy,M,24.0
"Dvoirys, Semen",4100379.0,1958-11-02 00:00:00,Zhmerynka,,1990,Russia,M,32.0
"Dyachkov, Sergej",4119800.0,1976-11-06 00:00:00,Saratov,,2004,Russia,M,28.0
"Dydyshko, Viacheslav",13500031.0,1949-04-10 00:00:00,Minsk,,1995,Belarus,M,46.0
"Dzagnidze, Nana",13601903.0,1987-01-01 00:00:00,Kutaisi,,2008,Georgia,F,21.0
"Dzhakaev, Dzhakay",4136209.0,1980-04-05 00:00:00,Makhachkala,,2006,Russia,M,26.0
"Dzhumaev, Marat",14200236.0,1976-01-12 00:00:00,,,2001,Uzbekistan,M,25.0
"Dzindzichashvili, Roman",2000113.0,1944-05-05 00:00:00,Tbilisi,,1977,Soviet Union • Israel • United States,M,33.0
"Dziuba, Marcin",1112953.0,1983-07-17 00:00:00,Zamość,,2007,Poland,M,24.0
"Édouard, Romain",633429.0,1990-11-28 00:00:00,Poitiers,,2009,France,M,19.0
"Efimenko, Zahar",14107201.0,1985-07-03 00:00:00,Makiivka,,2002,Ukraine,M,17.0
"Efimov, Igor",806404.0,1960-09-16 00:00:00,Tbilisi,,1992,Georgia • Italy • Monaco,M,32.0
"Ehlvest, Jaan",4500016.0,1962-10-14 00:00:00,Tallinn,,1987,Soviet Union • Estonia • United States,M,25.0
"Eingorn, Vereslav",14100053.0,1956-11-23 00:00:00,Odessa,,1986,Soviet Union • Ukraine,M,30.0
"El Debs, Felipe de Cresce",2106981.0,1985-01-29 00:00:00,São Carlos,,2010,Brazil,M,25.0
"El Gindy, Essam",10600140.0,1966-07-14 00:00:00,Cairo,,2008,Egypt,M,42.0
"Eliseev, Urii",24131920.0,1996-08-29 00:00:00,Moscow,2016-11-26 00:00:00,2013,Russia,M,17.0
"Eliskases, Erich",,1913-02-15 00:00:00,Innsbruck,1997-02-02 00:00:00,1952,Argentina,M,39.0
"Eljanov, Pavel",14102951.0,1983-05-10 00:00:00,Kharkiv,,2001,Ukraine,M,18.0
"Emms, John",400254.0,1967-03-14 00:00:00,,,1995,England,M,28.0
"Enchev, Ivajlo",2907712.0,1989-09-05 00:00:00,Razgrad,,2018,Bulgaria,M,29.0
"Enders, Peter",4611314.0,1963-02-02 00:00:00,,,1997,Germany,M,34.0
"Engel, Luis",12961523.0,2002-10-14 00:00:00,Hamburg,,2020,Germany,M,18.0
"Epishin, Vladimir",4162714.0,1965-07-11 00:00:00,Leningrad,,1990,Soviet Union • Russia,M,25.0
"Erdoğdu, Mert",6301495.0,1979-03-30 00:00:00,Adana,,2017,Turkey,M,38.0
"Erdős, Viktor",719978.0,1987-09-02 00:00:00,Békéscsaba,,2007,Hungary,M,20.0
"Erenburg, Sergey",2805642.0,1983-01-27 00:00:00,,,2003,United States,M,20.0
Erigaisi Arjun,35009192.0,2003-09-03 00:00:00,Karimnagar,,2018,India,M,15.0
"Ermenkov, Evgenij",2900106.0,1949-09-29 00:00:00,Sofia,,1977,Bulgaria,M,28.0
"Ernst, Sipke",1004689.0,1979-01-08 00:00:00,Damwoude,,2007,Netherlands,M,28.0
"Ernst, Thomas",1700065.0,1960-08-17 00:00:00,Uppsala,,1990,Sweden,M,30.0
"Eryomenko, Volodymyr",14109328.0,1987-05-05 00:00:00,Odessa,,2009,Ukraine,M,22.0
"Escobar Forero, Alder",4400801.0,1977-03-11 00:00:00,Colombia,,2014,Colombia,M,37.0
"Esen, Barış",6302114.0,1986-11-03 00:00:00,Antalya,,2010,Turkey,M,24.0
"Esipenko, Andrey",24175439.0,2002-03-22 00:00:00,,,2018,Russia,M,16.0
"Espig, Lutz",4611276.0,1949-01-05 00:00:00,Greiz,,1983,Germany,M,34.0
"Espinosa Veloz, Ermes",3507424.0,1987-07-30 00:00:00,Villa Clara Province,,2017,Cuba,M,30.0
"Euwe, Max",,1901-05-20 00:00:00,Watergraafsmeer,1981-11-26 00:00:00,1950,Netherlands,M,49.0
"Evans, Larry",2000369.0,1932-03-22 00:00:00,New York City,2010-11-15 00:00:00,1957,United States,M,25.0
"Evdokimov, Alexander",4139275.0,1985-10-28 00:00:00,Astrakhan,,2005,Russia,M,20.0
Fang Yuxiang,8605840.0,1996-02-29 00:00:00,Shanxi,,2017,China,M,21.0
"Faragó, Iván",700134.0,1946-04-01 00:00:00,Budapest,,1976,Hungary,M,30.0
"Fargère, François",615935.0,1985-09-01 00:00:00,"Saint-Rémy, Saône-et-Loire",,2009,France,M,24.0
"Fawzy, Adham",10613129.0,2000-01-03 00:00:00,Alexandria,,2019,Egypt,M,19.0
"Fedorchuk, Sergey",14102536.0,1981-03-14 00:00:00,,,2002,Ukraine,M,21.0
"Fedorov, Alexei",13500465.0,1972-09-27 00:00:00,Mogilev,,1995,Belarus,M,23.0
"Fedorowicz, John",2000083.0,1958-09-27 00:00:00,New York City,,1986,United States,M,28.0
"Fedoseev, Vladimir",24130737.0,1995-02-16 00:00:00,,,2011,Russia,M,16.0
"Felgaer, Rubén",107069.0,1981-04-04 00:00:00,Buenos Aires,,2002,Argentina,M,21.0
"Feller, Sébastien",634654.0,1991-03-11 00:00:00,Thionville,,2007,France,M,16.0
"Fercec, Nenad",14500299.0,1961-04-12 00:00:00,Pulla,,2007,Croatia,M,46.0
"Fernandes, António",1900021.0,1962-10-18 00:00:00,Pampilhosa da Serra,,2003,Portugal,M,41.0
"Fernández Garcia, José Luís",2200023.0,1954-05-03 00:00:00,Portugalete,,1986,Spain,M,32.0
"Fernandez Romero, Ernesto",2214679.0,1983-01-23 00:00:00,Málaga,,2018,Spain,M,35.0
"Fernandez, Daniel",5801605.0,1995-03-05 00:00:00,Stockport,,2017,England,M,22.0
"Ferreira, Jorge Viterbo",1910850.0,1994-06-24 00:00:00,Porto,,2018,Portugal,M,24.0
"Feygin, Michael",14103109.0,1975-01-02 00:00:00,Kharkiv,,2013,Germany,M,38.0
"Fier, Alexandr",2107139.0,1988-03-11 00:00:00,Joinville,,2007,Brazil,M,19.0
"Filip, Miroslav",300098.0,1928-10-27 00:00:00,Prague,2009-04-27 00:00:00,1955,Czechoslovakia,M,27.0
"Filippov, Anton",14200988.0,1986-06-12 00:00:00,Tashkent,,2008,Uzbekistan,M,22.0
"Filippov, Valerij",4117654.0,1975-11-28 00:00:00,,,1996,Russia,M,21.0
"Fine, Reuben",,1914-10-11 00:00:00,New York City,1993-03-26 00:00:00,1950,United States,M,36.0
"Finegold, Benjamin",2000261.0,1969-09-06 00:00:00,Detroit,,2009,United States,M,40.0
"Finkel, Alexander",2801957.0,1975-01-01 00:00:00,Kamianets-Podilskyi,,1995,Israel,M,20.0
"Firat, Burak",6305881.0,1993-01-01 00:00:00,,,2017,Turkey,M,24.0
"Firman, Nazar",14104490.0,1983-03-22 00:00:00,Lviv,,2011,Ukraine,M,28.0
"Firouzja, Alireza",12573981.0,2003-06-18 00:00:00,Babol,,2018,Iran • FIDE,M,15.0
"Fischer, Robert James (Bobby)",2000016.0,1943-03-09 00:00:00,Chicago,2008-01-17 00:00:00,1958,United States,M,15.0
"Fish, Gennadij",14102803.0,1973-04-20 00:00:00,Simferopol,,2007,Germany,M,34.0
"Fishbein, Alexander",2000377.0,1968-05-08 00:00:00,,,1992,United States,M,24.0
"Flear, Glenn",400165.0,1959-02-12 00:00:00,Leicester,,1987,England,M,28.0
"Flesch, János",,1933-09-30 00:00:00,Budapest,1983-12-09 00:00:00,1980,Hungary,M,47.0
"Flohr, Salo",,1908-11-21 00:00:00,Horodenka,1983-07-18 00:00:00,1950,Soviet Union,M,42.0
"Flom, Gabriel",621650.0,1986-01-27 00:00:00,Paris,,2020,France,M,34.0
"Flores Ríos, Mauricio",3408027.0,1990-09-10 00:00:00,Valparaíso,,2009,Chile,M,19.0
"Flores, Diego",108049.0,1982-12-18 00:00:00,Las Palmas,,2008,Argentina,M,26.0
"Flumbort, András",717274.0,1984-08-17 00:00:00,Nagykanizsa,,2010,Hungary,M,26.0
"Fodor Jr., Tamas",723762.0,1991-06-02 00:00:00,Kalocsa,,2013,Hungary,M,22.0
"Fogarasi, Tibor",700363.0,1969-11-21 00:00:00,Szolnok,,2003,Hungary,M,34.0
"Fominyh, Alexander",4100590.0,1959-06-15 00:00:00,Novosibirsk,,1993,Russia,M,34.0
"Fontaine, Robert",605590.0,1980-11-18 00:00:00,,,2002,France • Monaco • Switzerland,M,22.0
"Forcen Esteban, Daniel",2288230.0,1994-06-12 00:00:00,Zaragoza,,2016,Spain,M,22.0
"Forintos, Győző",700690.0,1935-07-30 00:00:00,Budapest,2018-12-05 00:00:00,1974,Hungary,M,39.0
"Franco Ocampos, Zenón",2209381.0,1956-05-12 00:00:00,Asunción,,1990,Spain • Paraguay,M,34.0
"Fressinet, Laurent",608742.0,1981-11-30 00:00:00,"Dax, Landes",,2000,France,M,19.0
"Fridman, Daniel",11600454.0,1976-02-15 00:00:00,Riga,,2001,Germany,M,25.0
"Friedel, Joshua",2017199.0,1986-12-03 00:00:00,"Goffstown, New Hampshire",,2008,United States,M,22.0
"Frolyanov, Dmitry",4151976.0,1986-05-20 00:00:00,Tolyatti,,2007,Russia,M,21.0
"Ftáčnik, Ľubomír",14900017.0,1957-10-30 00:00:00,Bratislava,,1980,Slovakia,M,23.0
"Fuderer, Andrija",205591.0,1931-05-13 00:00:00,Subotica,2011-10-02 00:00:00,1990,Yugoslavia • Belgium,M,59.0
"Furman, Semyon",,1920-12-01 00:00:00,Pinsk,1978-03-17 00:00:00,1966,Soviet Union,M,46.0
"Gabriel, Christian",4600967.0,1975-03-03 00:00:00,Reșița,,1996,Germany,M,21.0
"Gabrielian, Artur",4131002.0,1982-12-26 00:00:00,Hrazdan,,2009,Russia,M,27.0
"Gabuzyan, Hovhannes",13303732.0,1995-05-19 00:00:00,Yerevan,,2012,Armenia,M,17.0
"Gagare, Shardul",5037883.0,1997-09-02 00:00:00,Sangamner,,2016,India,M,19.0
"Gagunashvili, Merab",13601652.0,1985-01-03 00:00:00,Tbilisi,,2002,Georgia,M,17.0
"Gajewski, Grzegorz",1116207.0,1985-07-19 00:00:00,Skierniewice,,2006,Poland,M,21.0
"Galdunts, Sergey",13300067.0,1965-01-17 00:00:00,Baku,,2003,Armenia,M,38.0
"Galego, Luís",1900072.0,1966-04-25 00:00:00,,,2002,Portugal,M,36.0
"Gallego Alcaraz, Andres Felipe",4402669.0,1989-12-10 00:00:00,Medellín,,2018,Colombia,M,29.0
"Galkin, Aleksandr",4120426.0,1979-02-01 00:00:00,Rostov-on-Don,,2000,Russia,M,21.0
"Gallagher, Joseph",1303422.0,1964-05-04 00:00:00,London,,1990,Switzerland,M,26.0
"Ganguly, Surya Shekhar",5002150.0,1983-02-24 00:00:00,Kolkata,,2003,India,M,20.0
Gao Rui,8602387.0,1992-05-20 00:00:00,Qingdao,,2013,China,M,21.0
"Gaprindashvili, Nona",13600125.0,1941-05-03 00:00:00,Zugdidi,,1978,Georgia,F,37.0
"Gaprindashvili, Valeriane",13601091.0,1982-01-16 00:00:00,,,2001,Georgia,M,19.0
"García, Gildardo",4400020.0,1954-03-09 00:00:00,Medellín,2021-01-15 00:00:00,1992,Colombia,M,38.0
"García González, Guillermo",,1953-12-09 00:00:00,"Santa Clara, Cuba",1990-10-26 00:00:00,1976,Cuba,M,23.0
"García Ilundáin, David",2200538.0,1971-04-02 00:00:00,El Prat de Llobregat,2002-06-19 00:00:00,1996,Spain,M,25.0
"García Martínez, Silvino",3500179.0,1944-07-04 00:00:00,Havana,,1975,Cuba,M,31.0
"García Palermo, Carlos",110124.0,1953-12-02 00:00:00,La Plata,,1985,Argentina • Italy,M,32.0
"Garcia Pantoja, Roberto",3509265.0,1992-10-31 00:00:00,Havana,,2019,Cuba,M,27.0
"Gareyev, Timur",14200937.0,1988-03-03 00:00:00,Tashkent,,2004,Uzbekistan • United States,M,16.0
"Gasanov, Eldar",14104466.0,1982-09-26 00:00:00,Kharkiv,,2007,Ukraine,M,25.0
"Gascón Del Nogal, José Rafael",3902463.0,1995-05-23 00:00:00,Caracas,,2018,Venezuela,M,23.0
"Gashimov, Vugar",13400630.0,1986-07-24 00:00:00,Baku,2014-01-11 00:00:00,2002,Azerbaijan,M,16.0
"Gausel, Einar",1500031.0,1963-11-30 00:00:00,,,1995,Norway,M,32.0
"Gavrikov, Viktor",12801747.0,1957-07-29 00:00:00,Criuleni,2016-04-27 00:00:00,1984,Soviet Union • Lithuania • Switzerland • Lithuania,M,27.0
"Gavrilov, Alexei",4104358.0,1960-10-20 00:00:00,Moscow,,2010,Russia,M,50.0
"Gazarian, Aram",4127854.0,1983-04-11 00:00:00,,,2002,Russia,M,19.0
"Gdański, Jacek",1100106.0,1970-11-30 00:00:00,Szczecinek,,1997,Poland,M,27.0
"Gelashvili, Tamaz",13600702.0,1978-04-08 00:00:00,,,1999,Georgia,M,21.0
"Gelfand, Boris",2805677.0,1968-06-24 00:00:00,Minsk,,1989,Soviet Union • Belarus • Israel,M,21.0
"Geller, Efim",4100581.0,1925-03-08 00:00:00,Odessa,1998-11-17 00:00:00,1952,Russia,M,27.0
"Geller, Jakov",4151984.0,1986-08-11 00:00:00,,,2011,Russia,M,25.0
"Genov, Petar",2900211.0,1970-04-05 00:00:00,Plovdiv,,2002,Bulgaria,M,32.0
"Georgescu, Tiberiu-Marian",1213300.0,1991-02-08 00:00:00,Bucharest,,2015,Romania,M,24.0
"Georgiadis, Nico",1300113.0,1996-01-22 00:00:00,Bülach,,2017,Switzerland,M,21.0
"Georgiev, Kiril",2900017.0,1965-11-28 00:00:00,Petrich,,1985,Bulgaria • North Macedonia • Bulgaria • North Macedonia,M,20.0
"Georgiev, Krum",2900092.0,1958-05-24 00:00:00,Pazardzhik,,1988,Bulgaria,M,30.0
"Georgiev, Vladimir",2903024.0,1975-08-27 00:00:00,Dobrich,,2000,Bulgaria • North Macedonia,M,25.0
"Gershon, Alik",2802430.0,1980-06-03 00:00:00,Dnipropetrovsk,,2000,Israel,M,20.0
"Ghaem Maghami, Ehsan",12500739.0,1982-08-11 00:00:00,Tehran,,2001,Iran,M,19.0
"Ghane, Shojaat",12500313.0,1975-03-30 00:00:00,Ardabil,,2007,Iran,M,32.0
"Gharamian, Tigran",13301527.0,1984-07-24 00:00:00,Yerevan,,2009,France,M,25.0
